Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
576,Cult Cars,1963,Opel,Kadett A,Opel Kadett '63,1963 Opel Kadett A,DLC store,Free w/DLC,,FH4 Car Pass / Icons,,Common,"25,000",D,100,4.2,3.9,3.8,5.5,3.8,46,54,1543,33.54,54,986,NA,Inline,4,F,RWD,Yes,145,Forza,"212, 182, 300",100,100,T,stock,Europe,Germany,,,2,L,4,,RPC,16.630,na,,87.2,212.8,na,0.68,0.67,na,1/15/2019,Factory
577,Hypercars,2016,Pagani,Huayra BC,Pagani Huayra BC,2016 Pagani Huayra BC,,,,,,Legendary,"1,500,000",S2,961,8.9,9.8,8.0,9.4,10.0,740,737,2685,3.63,44,5980,TT,V,12,M,RWD,no,355,Forza,none,961,958,none,no,Europe,Italy,,,2,L,4,,CS,2.800,5.600,,238.4,103.5,244.8,1.30,1.55,2.800,9/7/2018,Factory
578,Hypercars,2012,Pagani,Huayra,Pagani Huayra,2012 Pagani Huayra,,Gift (202006 Rainbow),,,,Legendary,"1,300,000",S1,900,8.8,8.4,7.4,8.9,8.8,700,737,3153,4.50,44,5980,TT,V,12,M,RWD,no,335,Forza,none,900,899,none,no,Europe,Italy,,,2,L,4,,,3.300,6.400,10.517,233.2,114.9,278.1,1.13,1.27,3.100,9/7/2018,Factory
579,Extreme Track Toys,2010,Pagani,Zonda R Forza Edition,Pagani Zonda FE,2010 Pagani Zonda R Forza Edition,DLC Exclusive,Free w/DLC,,FH4 VIP,Clean Skills,FE,"1,950,000",S2,986,8.9,10.0,8.1,9.5,10.0,972,571,2536,2.61,46,5987,NA,V,12,M,RWD,no,335,Adjustable,none,986,984,none,stock,Europe,Italy,,,2,L,4,,CS,,,,,,,,,.000,9/28/2018,Upgraded
580,Extreme Track Toys,2010,Pagani,Zonda R,Pagani Zonda R,2010 Pagani Zonda R,,"Ranked S4, S22.2 PG",,FH4 Game Pass U,,Legendary,"1,700,000",S2,966,8.2,10.0,8.2,9.5,10.0,739,523,2536,3.43,46,5987,NA,V,12,M,RWD,no,335,Adjustable,750,966,959,TT,stock,Europe,Italy,,,2,L,4,,,2.800,5.116,10.800,214.7,93.7,215.6,1.52,1.87,2.316,9/7/2018,Race
581,Hypercars,2009,Pagani,Zonda Cinque Roadster,Pagani Zonda C,2009 Pagani Zonda Cinque Roadster,,,,,,Legendary,"2,100,000",S2,908,7.8,9.5,7.4,8.9,10.0,678,575,2858,4.22,47,7291,NA,V,12,M,RWD,Both,335,Forza,none,908,901,TT,stock,Europe,Italy,,,2,L,4,,"CS, HR",3.280,6.516,10.517,204.7,114.0,271.1,1.17,1.45,3.236,9/7/2018,Factory
582,Cult Cars,1965,Peel,Trident,Peel Trident,1965 Peel Trident,DLC store,Free w/DLC,,FH4 Car Pass / Icons,,Legendary,"25,000",D,100,3.0,3.0,3.2,4.5,5.4,4,6,353,88.25,50,48,NA,Single,1,M,RWD,no,90,Forza,196,100,100,none,stock,Europe,U.K.,,,1,R,3,,"RPC, mm",na,na,,46.9,na,na,0.50,0.50,na,11/20/2018,Factory
583,Cult Cars,1962,Peel,P50,Peel P50,1962 Peel P50,Exclusive,Barn Find,,,,Legendary,"20,000",D,100,3.0,3.0,3.2,4.9,7.0,4,6,310,77.50,50,48,NA,Single,1,M,RWD,no,90,Forza,196,100,100,none,stock,Europe,U.K.,,,1,C,3,,"DvG, mm",na,na,,43.4,na,na,0.54,0.53,na,9/7/2018,Factory
584,Offroad Buggies,2011,Penhall,The Cholla,Penhall Cholla,2011 Penhall The Cholla,Exclusive,Horizon Life,,,,Epic,"100,000",B,646,5.1,6.4,7.2,8.5,6.3,196,190,2223,11.34,45,2384,NA,Inline,4,R,RWD,no,265,Forza,300,646,652,none,stock,N. America,U.S.,,,2,L,4,,WW,5.800,20.977,14.100,114.1,160.8,394.2,0.85,0.84,15.177,9/7/2018,Factory
585,Rally Monsters,2007,Peugeot,207 Super 2000,Peugeot 207 S,2007 Peugeot 207 Super 2000,Exclusive,S33,,202103 Series 33,,Legendary,"250,000",A,774,6.1,7.8,7.4,8.8,8.1,280,184,2425,8.66,58,1998,NA,Inline,4,F,AWD,Both,225,Adjustable,300,771,774,T,stock,Europe,France,,,3,L,4,,,5.622,16.174,,149.9,142.2,326.6,1.07,1.17,10.552,3/9/2021,Race
586,Retro Hot Hatch,1991,Peugeot,205 Rallye,Peugeot 205 R,1991 Peugeot 205 Rallye,Exclusive,"S22, S29",S27,202005 Series 22,,Rare,"250,000",C,504,5.3,5.6,4.8,7.6,5.4,99,87,1742,17.60,65,1294,NA,Inline,4,F,FWD,Both,165,Rally lights,"300, 200",515,517,T,stock,Europe,France,,,3,L,4,,,9.600,25.000,,120.7,153.0,378.5,0.95,0.95,15.400,5/4/2020,Factory
587,Rally Monsters,1984,Peugeot,205 Turbo 16 Forza Edition,Peugeot 205 FE,1984 Peugeot 205 Turbo 16 Forza Edition,Exclusive,"Wheelspin | S9, S15, S21","S1, S3, S12, S28",,Skills,FE,"450,000",A,703,5.8,7.1,6.3,6.9,7.0,200,188,2315,11.58,45,1775,T,Inline,4,M,AWD,no,215,Preset Rally Climb,300,710,703,none,no,Europe,France,,,3,L,4,,"WW, HOM",5.800,15.400,,138.7,160.2,379.7,0.95,1.02,9.600,9/28/2018,Upgraded
588,Retro Rally,1984,Peugeot,205 T16,Peugeot 205 T16,1984 Peugeot 205 T16,,,,,,Legendary,"200,000",C,597,5.8,5.4,6.0,6.6,5.5,200,188,2524,12.62,45,1775,T,Inline,4,M,AWD,no,215,Preset Rally Climb,300,599,597,none,no,Europe,France,,,3,L,4,,"WW, HOM",5.783,15.400,13.600,138.6,163.4,408.8,0.83,0.84,9.617,9/7/2018,Factory
589,Classic Muscle,1971,Plymouth,Cuda 426 Hemi,Plymouth Cuda,1971 Plymouth Cuda 426 Hemi,,,,,,Rare,"160,000",C,560,6.4,4.7,5.2,6.5,4.3,425,490,3880,9.13,58,6974,NA,V,8,F,RWD,Yes,225,Preset / hood,"415, 640, 700",560,592,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,MvT,5.613,12.800,13.410,155.6,208.4,503.0,0.74,0.73,7.187,5/14/2011,Factory
590,Classic Muscle,1970,Plymouth,Hemi Cuda Convertible Barrett-Jackson Edition,Hemi 'Cuda BJ,1970 Plymouth Hemi Cuda Convertible Barrett-Jackson Edition,DLC store,Free w/DLC & Car Pass,,201904 B-Jackson,,Rare,"55,000",B,689,6.4,5.6,5.7,7.2,5.2,425,490,3965,9.33,57,6974,NA,V,8,F,RWD,Both,225,Hood,"415, 640, 700",689,702,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,5.800,13.200,13.700,156.5,193.7,452.7,0.83,0.83,7.400,4/9/2019,Factory
591,Rods and Customs,1959,Plymouth,Atomic Punk Bubbletop,Atomic Punk '59,1959 Plymouth Atomic Punk Bubbletop,DLC store,Free w/DLC & Car Pass,,201904 B-Jackson,,Epic,"105,000",A,717,7.1,5.8,6.2,7.4,4.9,450,501,2700,6.00,51,6424,NA,V,8,F,RWD,no,305,Forza,"415, 485, 850",717,730,none,eng,N. America,U.S.,,,1,L,4,,,4.200,8.900,11.783,178.7,175.6,436.7,0.85,0.84,4.700,4/9/2019,Tuner
592,Rods and Customs,1958,Plymouth,Fury,Plymouth Fury,1958 Plymouth Fury,Exclusive,"S8, S12, S16, S20, S24, S26",S24,201904 Series 8,,Legendary,"250,000",C,518,6.1,4.5,5.1,6.5,4.4,305,370,3595,11.79,57,5734,NA,V,8,F,RWD,Both,225,Hood,"415, 640, 700",518,538,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,IMC,7.000,15.600,16.000,143.9,206.1,494.4,0.75,0.74,8.600,4/9/2019,Factory
593,Offroad Buggies,2015,Polaris,RZR XP 1000 EPS,RZR 1000,2015 Polaris RZR XP 1000 EPS,,,,,,Common,"25,000",D,464,4.5,5.8,5.5,7.1,6.2,110,70,1530,13.91,45,999,NA,Inline,2,R,AWD,no,280,none,"196, 300",423,464,T,stock,N. America,U.S.,,,2,L,4,,RPC,7.500,na,15.533,98.7,158.5,na,0.88,0.88,na,9/7/2018,Factory
594,Retro Muscle,1987,Pontiac,Firebird Trans Am GTA,Pontiac T/A '87,1987 Pontiac Firebird Trans Am GTA,,,,,,Common,"25,000",C,505,6.2,4.8,5.4,6.8,4.5,210,315,3483,16.59,57,5733,NA,V,8,F,RWD,no,245,Hood,"415, 640",505,517,"TT, PDS, CS",stock,N. America,U.S.,Firebird,,2,L,4,,"RPC, IMC",7.100,18.700,15.517,149.0,198.9,487.4,0.79,0.78,11.600,9/7/2018,Factory
595,Classic Muscle,1977,Pontiac,Firebird Trans Am,Pontiac T/A '77,1977 Pontiac Firebird Trans Am,,,,,,Common,"45,000",D,431,6.0,4.5,5.0,6.1,4.2,201,325,3800,18.91,58,6600,NA,V,8,F,RWD,Yes,225,Hood,"415, 640",431,445,"TT, PDS",stock,N. America,U.S.,Firebird,,2,L,4,,IMC,7.900,22.000,16.082,136.9,207.4,503.9,0.74,0.73,14.100,9/7/2018,Factory
596,Classic Muscle,1973,Pontiac,Firebird Trans Am SD-455,Pontiac T/A '73,1973 Pontiac Firebird Trans Am SD-455,Exclusive,"S6, S11, S16, S21, S31",,,,Common,"61,000",C,536,6.3,4.7,5.1,6.5,4.4,372,480,3695,9.93,58,7456,NA,V,8,F,RWD,Yes,215,Preset / hood,"415, 640, 700",536,561,PDS,stock,N. America,U.S.,Firebird,,2,L,4,,MvT,5.400,12.787,13.784,152.6,207.7,504.2,0.74,0.74,7.387,9/7/2018,Factory
597,Classic Muscle,1969,Pontiac,GTO Judge,Pontiac GTO '69,1969 Pontiac GTO Judge,,,,,,Rare,"90,000",C,514,5.8,4.4,5.0,6.3,4.3,365,445,3623,9.93,58,6548,NA,V,8,F,RWD,Yes,225,Hood,"415, 640, 700",514,545,PDS,stock,N. America,U.S.,GTO,,2,L,4,,MvT,6.186,13.950,14.050,135.4,210.0,504.3,0.73,0.72,7.764,9/7/2018,Factory
598,Classic Muscle,1968,Pontiac,Firebird,Firebird '68,1968 Pontiac Firebird,Exclusive,S34,,202104 Series 34,,Epic,"250,000",C,509,5.9,4.4,5.0,6.2,4.3,343,430,3401,9.92,58,6555,NA,V,8,F,RWD,Both,215,Hood,"415, 640",509,539,"TT, PDS",stock,N. America,U.S.,Firebird,,2,L,4,,,5.500,14.100,,140.2,210.3,508.4,0.73,0.72,8.600,4/8/2021,Factory
599,Classic Muscle,1965,Pontiac,GTO,Pontiac GTO '65,1965 Pontiac GTO,Exclusive,"S7, S11, S14, S18, Backstage",BP,201903 Series 7,,Legendary,"48,000",C,514,5.6,4.3,5.0,6.3,4.3,360,424,3468,9.63,58,6372,NA,V,8,F,RWD,Yes,195,Hood,"415, 640, 700",514,558,"TT, PDS",stock,N. America,U.S.,GTO,,2,L,4,,,5.740,13.280,14.500,128.8,212.9,515.1,0.71,0.70,7.540,3/14/2019,Factory
600,Track Toys,2019,Porsche,911 GT3 RS,911 GT3 RS '19,2019 Porsche 911 GT3 RS,Exclusive,"S3, S18, Backstage","S1, S2, S7, S10",201810 Series 1,,Legendary,"240,000",S2,915,8.3,9.7,8.3,9.6,10.0,514,346,3153,6.13,39,3996,NA,Flat,6,R,RWD,Yes,325,Forza,691,915,909,TT,stock,Europe,Germany,911,,2,L,4,,,3.000,6.900,11.217,215.3,108.4,257.5,1.27,1.53,3.900,7/2/2018,Factory
601,Modern Sports Cars,2019,Porsche,911 Carrera S,Porsche 911 '19,2019 Porsche 911 Carrera S,DLC store,Free w/DLC,,FH4 Car Pass / HP,,Rare,"105,000",S1,840,7.8,8.1,7.4,8.9,8.4,444,391,3340,7.52,45,2981,TT,Flat,6,R,RWD,Yes,305,Forza,"493, 691, 887",840,830,none,eng,Europe,Germany,911,,2,L,4,,,3.400,7.800,,203.3,124.5,299.0,1.09,1.23,4.400,1/14/2019,Factory
602,Sports Utility Heroes,2019,Porsche,Macan Turbo,Macan Turbo '19,2019 Porsche Macan Turbo,Exclusive,"S13, S24, S27","S20, S23",201908 Series 13,,Legendary,"250,000",A,720,6.9,5.9,7.3,10.0,6.2,434,405,4277,9.85,57,2894,TT,V,6,F,AWD,no,295,Forza,"510, 493, 602",719,720,none,eng,Europe,Germany,,,5,L,4,,,3.700,10.400,,172.4,144.3,358.4,0.89,0.88,6.700,8/27/2019,Factory
603,Track Toys,2018,Porsche,911 GT2 RS,911 GT2 RS '18,2018 Porsche 911 GT2 RS,,Loyalty Rewards,,,,Legendary,"315,000",S2,910,8.2,8.8,8.4,9.7,9.4,691,553,3197,4.63,40,3800,TT,Flat,6,R,RWD,no,325,Forza,"691, 750",910,908,none,no,Europe,Germany,911,,2,L,4,,FF,2.914,5.714,10.633,214.9,111.0,266.5,1.22,1.39,2.800,9/7/2018,Factory
604,Modern Sports Cars,2018,Porsche,718 Cayman GTS,Porsche 718 GTS,2018 Porsche 718 Cayman GTS,Exclusive,"S13, S15, S19, S25, S30",,201908 Series 13,,Epic,"250,000",S1,808,7.3,7.5,7.3,8.9,8.0,361,317,3135,8.68,44,2497,T,Flat,4,M,RWD,Both,265,Forza,493 (34k),808,807,none,eng,Europe,Germany,,,2,L,4,,,3.614,8.700,,175.9,145.7,331.8,1.04,1.14,5.086,8/27/2019,Factory
605,Sports Utility Heroes,2018,Porsche,Cayenne Turbo,Porsche Cayenne,2018 Porsche Cayenne Turbo,Exclusive,"S1, S10, S13, S21, S26","S5, S16",,,Legendary,"220,000",A,769,7.2,6.5,8.7,10.0,7.1,550,567,4796,8.72,52,3996,TT,V,8,F,AWD,no,315,Forza,602,770,769,none,eng,Europe,Germany,,,5,L,4,,HH,3.700,9.500,11.933,182.3,133.9,330.0,0.93,0.94,5.800,9/7/2018,Factory
606,Super Saloons,2017,Porsche,Panamera Turbo,Porsche Panamera,2017 Porsche Panamera Turbo,,,,,,Rare,"150,000",A,789,7.9,6.6,8.5,10.0,7.2,550,567,4398,8.00,55,3996,TT,V,8,F,AWD,no,315,Forza,602,788,789,none,no,Europe,Germany,,,4,L,4,,,3.416,8.236,11.617,204.5,170.5,367.2,0.94,0.96,4.820,9/7/2018,Factory
607,Track Toys,2016,Porsche,911 GT3 RS Preorder Car,911 GT3 RS PO,2016 Porsche 911 GT3 RS Preorder Car,DLC Promo,Eliminator; Free w/DLC,,FH4 Retail Bonus,,Legendary,"235,000",S2,998,8.6,10.0,8.7,9.9,10.0,855,565,2756,3.22,39,3996,NA,Flat,6,R,RWD,no,325,Forza,750,,,TT,eng,Europe,Germany,,,2,L,4,,,3.000,7.000,,231.6,91.6,213.5,1.52,1.87,4.000,6/11/2018,Upgraded
608,Track Toys,2016,Porsche,911 GT3 RS,911 GT3 RS '16,2016 Porsche 911 GT3 RS,,,,,,Epic,"235,000",S2,904,8.0,9.6,8.4,9.6,10.0,493,339,3131,6.35,39,3996,NA,Flat,6,R,RWD,no,325,Forza,691,904,896,TT,stock,Europe,Germany,911,,2,L,4,,,3.000,7.000,10.850,208.2,109.1,258.3,1.26,1.52,4.000,9/7/2018,Factory
609,Track Toys,2016,Porsche,Cayman GT4,Porsche Cayman,2016 Porsche Cayman GT4,,,,,,Rare,"85,000",S1,840,7.5,8.3,7.8,9.3,8.8,385,309,2995,7.78,44,3800,NA,Flat,6,M,RWD,no,295,Forza,493,840,848,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,4.117,9.018,11.667,194.0,117.4,282.4,1.19,1.31,4.901,9/7/2018,Factory
610,Modern Sports Cars,2015,Porsche,Cayman GTS,Porsche Cayman,2015 Porsche Cayman GTS,Exclusive,Horizon Life,,,,Rare,"80,000",A,791,7.1,7.2,7.0,8.6,7.5,340,280,2965,8.72,46,3436,NA,Flat,6,M,RWD,no,265,Preset / WB,"493, 602",791,789,"T, PDS",stock,Europe,Germany,,,2,L,4,,,4.316,9.900,,177.9,143.8,332.7,1.05,1.10,5.584,9/7/2018,Factory
611,Sports Utility Heroes,2015,Porsche,Macan Turbo,Porsche Macan,2015 Porsche Macan Turbo,,,,,,Epic,"105,000",A,708,6.7,6.0,7.0,8.9,6.4,400,406,4244,10.61,55,3605,TT,V,6,F,AWD,no,295,Offroad lights,"510, 493a, 602",709,708,none,eng,Europe,Germany,,,5,L,4,,,4.200,12.050,13.083,168.2,158.7,367.0,0.89,0.88,7.850,9/7/2018,Factory
612,Hypercars,2014,Porsche,918 Spyder,Porsche 918,2014 Porsche 918 Spyder,,,S16.4,,,Epic,"850,000",S2,942,8.9,9.2,10.0,10.0,9.7,887,829,3692,4.16,43,4593,NA,V,8,M,AWD,no,325,Forza,887,938,942,TT,stock,Europe,Germany,,,2,L,4,,,2.200,4.900,9.917,237.9,103.6,254.5,1.24,1.44,2.700,9/7/2018,Factory
613,Modern Super Cars,2014,Porsche,911 Turbo S,911 Turbo '14,2014 Porsche 911 Turbo S,,,,,,Epic,"150,000",S1,827,8.3,6.6,9.1,10.0,7.2,560,553,3607,6.44,39,3800,TT,Flat,6,R,AWD,no,305,Forza,none,821,827,none,no,Europe,Germany,911,,2,L,4,,,2.600,6.817,11.200,215.8,120.0,300.8,1.04,1.11,4.217,9/7/2018,Factory
614,Track Toys,2012,Porsche,911 GT2 RS,911 GT2 RS '12,2012 Porsche 911 GT2 RS,,,,,,Legendary,"240,000",S1,882,8.0,8.3,8.7,9.9,8.9,611,516,3020,4.94,39,3600,TT,Flat,6,R,RWD,Yes,325,Forza,none,882,891,none,no,Europe,Germany,911,,2,L,4,,,3.500,6.700,10.250,209.1,111.6,271.1,1.19,1.31,3.200,9/7/2018,Factory
615,Track Toys,2012,Porsche,911 GT3 RS 4.0,911 GT3 RS4 '12,2012 Porsche 911 GT3 RS 4.0,,,,,,Legendary,"200,000",S1,847,7.8,8.1,8.6,9.8,8.7,493,339,2998,6.08,40,3996,NA,Flat,6,R,RWD,Yes,325,Forza,"493a, none",847,854,TT,stock,Europe,Germany,911,,2,L,4,,,3.583,7.982,11.183,200.9,114.0,278.9,1.18,1.28,4.399,9/7/2018,Factory
616,Sports Utility Heroes,2012,Porsche,Cayenne Turbo,Porsche Cayenne,2012 Porsche Cayenne Turbo,,,,,,Epic,"110,000",A,740,7.1,6.0,7.7,9.5,6.3,500,516,4784,9.57,52,4806,TT,V,8,F,AWD,no,295,Preset / Safety Lights,"602, 700",738,740,none,eng,Europe,Germany,,,5,L,4,,HH,4.000,9.717,12.400,179.0,150.5,363.1,0.89,0.89,5.717,9/7/2018,Factory
617,Retro Super Cars,2004,Porsche,911 GT3,911 GT3 '04,2004 Porsche 911 GT3,,,,,,Rare,"65,000",S1,803,7.5,7.2,7.8,9.1,7.6,381,284,3159,8.29,38,3600,NA,Flat,6,R,RWD,Yes,295,Forza,493,803,817,TT,stock,Europe,Germany,911,,2,L,4,,,4.218,9.518,12.400,193.6,126.4,314.9,1.03,1.08,5.300,9/7/2018,Factory
618,Retro Super Cars,2003,Porsche,Carrera GT,Porsche Carrera,2003 Porsche Carrera GT,,,,,,Epic,"400,000",S1,866,8.0,8.1,7.5,9.0,8.6,605,435,3528,5.83,42,5733,NA,V,10,M,RWD,Yes,335,Forza,"887, 750",866,876,TT,stock,Europe,Germany,,,2,L,4,,,3.600,7.000,11.300,208.0,117.0,285.5,1.12,1.22,3.400,9/7/2018,Factory
619,Retro Super Cars,1998,Porsche,911 GT1 Strassenversion,Porsche 911 GT1,1998 Porsche 911 GT1 Strassenversion,,Ranked S17,"S18.3, S26.3",,,Legendary,"2,500,000",S1,850,7.6,8.2,7.1,8.7,8.8,536,442,2646,4.94,48,3163,TT,Flat,6,M,RWD,Yes,335,Forza,536,850,866,none,eng,Europe,Germany,,,2,L,4,,"OR, CS, HR",3.600,7.116,11.283,193.5,127.0,285.5,1.16,1.39,3.516,9/7/2018,Race
620,Modern Sports Cars,1995,Porsche,911 Carrera 2 by Gunther Werks,Porsche 911C2 GW,1995 Porsche 911 Carrera 2 by Gunther Werks,Exclusive,Horizon Promo,,202004 Series 21,,Epic,"500,000",S1,823,7.2,7.6,6.3,7.6,8.0,431,315,2677,6.21,42,3996,NA,Flat,6,R,RWD,Both,315,Sport,"691, 536",823,831,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,3.600,8.600,,183.1,136.3,317.2,1.08,1.15,5.000,4/6/2020,Tuner
621,Retro Super Cars,1995,Porsche,911 GT2,911 GT2 '95,1995 Porsche 911 GT2,,S13.3 FP,,,,Epic,"550,000",A,774,7.1,6.6,7.6,9.2,7.0,424,398,2855,6.73,38,3600,TT,Flat,6,R,RWD,Yes,285,Preset / WB,"493, 424",774,790,none,no,Europe,Germany,911,,2,L,4,,,3.900,8.700,12.100,181.4,141.6,328.0,1.04,1.11,4.800,9/7/2018,Factory
622,Retro Sports Cars,1993,Porsche,968 Turbo S,Porsche 968,1993 Porsche 968 Turbo S,DLC store,Free w/DLC,,FH4 Car Pass / HP,,Rare,"140,000",A,716,6.9,6.1,6.6,8.3,6.2,305,369,2866,9.40,51,2990,T,Inline,4,F,RWD,Yes,265,Forza,"321, 415, 327, 300, 690, 887",716,731,none,eng,Europe,Germany,,,2,L,4,,,4.700,11.700,,171.2,157.0,353.0,1.00,1.03,7.000,1/15/2019,Factory
623,Early Sport Luxury,1993,Porsche,928 GTS,Porsche 928 GTS,1993 Porsche 928 GTS,Exclusive,S35,,202105 Series 35,,,,C,464,6.6,4.5,7.4,,4.3,345,369,3594,10.42,50,5397,NA,V,8,F,RWD,,255,,"415, 825",,,"T, TT, CS",stock,Europe,Germany,,,2,L,4,,,5.300,13.100,13.800,176.8,145.7,360.7,1.07,1.03,7.800,7/18/2017,Factory
624,Track Toys,1990,Porsche,911 Reimagined by Singer,Porsche 911 '90,1990 Porsche 911 Reimagined by Singer,Exclusive,"S29, S31",,202011 Series 29,,Epic,"1,800,000",S1,855,8.0,7.4,8.5,9.8,7.8,493,317,2315,4.70,38,3942,NA,Flat,6,R,RWD,Both,295,Forza,536,855,872,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,2.900,6.300,,209.1,110.3,275.8,1.17,1.17,3.400,11/3/2020,Tuner
625,Retro Sports Cars,1989,Porsche,944 Turbo,Porsche 944,1989 Porsche 944 Turbo,,,,,,Common,"35,000",B,659,6.5,5.9,6.5,8.1,6.0,247,258,3115,12.61,51,2479,T,Inline,4,F,RWD,Yes,245,Forza,"321, 300",659,677,none,eng,Europe,Germany,,,2,L,4,,,5.500,14.100,14.200,161.5,161.1,375.1,0.98,1.00,8.600,9/7/2018,Factory
626,Retro Super Cars,1987,Porsche,959,Porsche 959,1987 Porsche 959,,,,,,Legendary,"400,000",A,784,7.7,6.3,9.0,10.0,6.7,450,369,3190,7.09,43,2849,TT,Flat,6,R,AWD,Yes,255,Forza,"493, 887",792,784,none,eng,Europe,Germany,,,2,L,4,,"WFRC, WW",3.600,8.218,11.918,199.4,128.4,323.0,1.02,1.06,4.618,9/7/2018,Factory
627,Rally Monsters,1985,Porsche,#185 959 Prodrive Rally Raid,#185 Porsche 959,1985 Porsche #185 959 Prodrive Rally Raid,DLC store,Free w/DLC,,FH4 Car Pass / AT,,Common,"205,000",A,779,6.8,6.9,8.8,10.0,7.1,394,320,3322,8.43,44,2849,TT,Flat,6,F,AWD,Yes,205,Rally lights,"493, 887, 691",785,779,none,eng,Europe,Germany,,,2,L,4,,,4.500,10.000,,173.4,195.2,417.6,0.92,0.98,5.500,10/21/2018,Race
628,Retro Super Cars,1982,Porsche,911 Turbo 3.3 (930),911 Turbo '82,1982 Porsche 911 Turbo 3.3 (930),,,,,,Legendary,"150,000",B,688,6.4,5.9,6.5,6.7,5.6,296,304,2866,9.68,40,3299,T,Flat,6,R,RWD,Yes,225,Preset / WB,"296, 493, 424",688,708,TT,no,Europe,Germany,911,,2,L,4,,,5.100,12.200,13.700,156.5,160.5,394.1,0.86,0.87,7.100,9/7/2018,Factory
629,Rare Classics,1973,Porsche,911 Carrera RS,911 Carrera '73,1973 Porsche 911 Carrera RS,,,,,,Epic,"200,000",B,631,6.1,5.7,6.7,8.1,5.0,207,188,2150,10.39,41,2687,NA,Flat,6,R,RWD,no,215,Preset Rally WB,"207, 278, 300, 493",631,659,TT,stock,Europe,Germany,,,2,L,4,,,7.021,16.519,14.100,148.0,168.5,433.5,0.86,0.85,9.498,9/7/2018,Factory
630,Classic Racers,1971,Porsche,#23 917/20,#23 Porsche 917,1971 Porsche #23 917/20,,S13.4 Trial,S20.2,,,Legendary,"10,000,000",S1,861,8.3,7.1,8.0,9.5,6.6,601,415,2004,3.33,36,4907,NA,Flat,12,M,RWD,no,380,Adjustable,750,861,890,TT,stock,Europe,Germany,,,2,R,4,,HR,2.400,4.800,9.467,216.7,126.3,320.9,1.00,1.03,2.400,9/7/2018,Race
631,Classic Racers,1970,Porsche,#3 917 LH,Porsche 917 LH,1970 Porsche #3 917 LH,Exclusive,"S13, S15, S19, S24, S27, S31super7",,201908 Series 13,,Common,"250,000",S1,868,8.5,7.0,8.0,9.4,6.4,601,415,2004,3.33,36,4955,NA,Flat,12,M,RWD,no,380,Adjustable,750,868,885,TT,stock,Europe,Germany,,,2,R,4,,,2.400,4.800,,221.0,128.1,330.6,1.00,1.02,2.400,8/27/2019,Race
632,Classic Sports Cars,1970,Porsche,914/6,Porsche 914/6,1970 Porsche 914/6,Exclusive,"S7, S9, Backstage",S21.3,201903 Series 7,,Legendary,"24,000",D,408,5.3,4.7,5.2,7.0,4.2,125,131,2196,17.57,46,1991,NA,Flat,6,M,RWD,Yes,185,Forza,"278, 330, 493, 296",408,437,"TT, CS",stock,Europe,Germany,,,2,L,4,,"RPC, SS",8.700,26.400,16.300,122.5,190.1,478.5,0.77,0.76,17.700,3/14/2019,Factory
633,Classic Racers,1966,Porsche,906 Carrera 6,Porsche 906 '66,1966 Porsche 906 Carrera 6,Exclusive,"FP (S13), Event (S25.4)",,201908 Series 13,,Legendary,"250,000",A,748,6.8,6.5,6.9,8.1,5.5,210,144,1360,6.48,45,1991,NA,Flat,6,M,RWD,Both,240,Forza,750,748,765,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,5.200,10.618,11.883,170.5,160.2,401.3,0.92,0.95,5.418,8/27/2019,Factory
634,Classic Sports Cars,1964,Porsche,356 C Cabriolet Emory Special,Emory 356 C '64,1964 Porsche 356 C Cabriolet Emory Special,Exclusive,"S18, S25, S31",,202001 Series 18,,Epic,"250,000",B,687,6.1,5.9,6.8,8.4,5.7,220,181,2150,9.77,41,2250,NA,Flat,4,R,RWD,Front,205,Forza,"278, 330, 207, 493",687,717,"T, PDS",stock,Europe,Germany,,,2,L,4,,,4.815,12.618,,149.3,147.0,365.1,0.88,0.87,7.803,1/13/2020,Tuner
635,Extreme Track Toys,1960,Porsche,356 RSR from Emory Motorsport,Porsche 356 RSR,1960 Porsche 356 RSR from Emory Motorsport,Exclusive,S34.1,,202104 Series 34,,Epic,"250,000",S1,845,7.1,7.7,7.4,9.0,8.1,393,354,1950,4.96,43,2400,TT,,4,R,RWD,Both,255,Forza,536,845,867,none,no,Europe,Germany,,,2,L,4,,,3.500,7.200,,179.8,125.0,305.6,1.08,1.17,3.700,4/8/2021,Tuner
